"repo_path","original_path","original_filename","repo_filename","file_type","description","related_manuscript_section","related_figure_or_table","public_release_status","copied_status","notes"
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0517_gemini.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0517-紫外-格列齐特-Gemini.xlsx","0517-紫外-格列齐特-Gemini.xlsx","gliclazide_uv_absorbance_0517_gemini.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0518_qwen.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0518-紫外-格列齐特-Qwen.xlsx","0518-紫外-格列齐特-Qwen.xlsx","gliclazide_uv_absorbance_0518_qwen.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0519_qwen.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0519-紫外-格列齐特-Qwen.xlsx","0519-紫外-格列齐特-Qwen.xlsx","gliclazide_uv_absorbance_0519_qwen.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"example_data/example_uv_data/","","","","empty_directory","Optional example UV data directory.","Examples","Example data","not_uploaded_empty_directory","removed_empty_directory","Removed from staging because the user requested that empty folders not be uploaded."
"supplemental_copy_log.csv","","","supplemental_copy_log.csv","curation_table","Log of supplemental files copied or generated from the user-provided source folders.","Repository preparation","","internal_review_before_upload","generated","Generated during supplemental repository curation."
"validation_data/flowthrough_images/methylene_blue_standard_viscosity_0000.500.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\image\自行压片\亚甲蓝\01-pH1.2-pH6.8T-亚甲蓝缓释片-标准粘度-260417-24h-Side-750X-2\01-pH1.2-pH6.8T-亚甲蓝缓释片-标准粘度-260417-24h-Side-750X-2_0000.500.jpg","01-pH1.2-pH6.8T-亚甲蓝缓释片-标准粘度-260417-24h-Side-750X-2_0000.500.jpg","methylene_blue_standard_viscosity_0000.500.jpg","validation_flowthrough_images","Representative sampled flow-through disintegration image for methylene-blue sustained-release tablet validation.","Validation data","Flow-through validation images","public_sampled_data","copied","Sampled from the approved methylene-blue self-made tablet image folder and renamed to stable English filename."
"validation_data/flowthrough_images/methylene_blue_standard_viscosity_0030.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\image\自行压片\亚甲蓝\01-pH1.2-pH6.8T-亚甲蓝缓释片-标准粘度-260417-24h-Side-750X-2\01-pH1.2-pH6.8T-亚甲蓝缓释片-标准粘度-260417-24h-Side-750X-2_0030.000.jpg","01-pH1.2-pH6.8T-亚甲蓝缓释片-标准粘度-260417-24h-Side-750X-2_0030.000.jpg","methylene_blue_standard_viscosity_0030.000.jpg","validation_flowthrough_images","Representative sampled flow-through disintegration image for methylene-blue sustained-release tablet validation.","Validation data","Flow-through validation images","public_sampled_data","copied","Sampled from the approved methylene-blue self-made tablet image folder and renamed to stable English filename."
"validation_data/flowthrough_images/methylene_blue_standard_viscosity_0060.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\image\自行压片\亚甲蓝\01-pH1.2-pH6.8T-亚甲蓝缓释片-标准粘度-260417-24h-Side-750X-2\01-pH1.2-pH6.8T-亚甲蓝缓释片-标准粘度-260417-24h-Side-750X-2_0060.000.jpg","01-pH1.2-pH6.8T-亚甲蓝缓释片-标准粘度-260417-24h-Side-750X-2_0060.000.jpg","methylene_blue_standard_viscosity_0060.000.jpg","validation_flowthrough_images","Representative sampled flow-through disintegration image for methylene-blue sustained-release tablet validation.","Validation data","Flow-through validation images","public_sampled_data","copied","Sampled from the approved methylene-blue self-made tablet image folder and renamed to stable English filename."
"validation_data/flowthrough_images/methylene_blue_standard_viscosity_0090.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\image\自行压片\亚甲蓝\01-pH1.2-pH6.8T-亚甲蓝缓释片-标准粘度-260417-24h-Side-750X-2\01-pH1.2-pH6.8T-亚甲蓝缓释片-标准粘度-260417-24h-Side-750X-2_0090.000.jpg","01-pH1.2-pH6.8T-亚甲蓝缓释片-标准粘度-260417-24h-Side-750X-2_0090.000.jpg","methylene_blue_standard_viscosity_0090.000.jpg","validation_flowthrough_images","Representative sampled flow-through disintegration image for methylene-blue sustained-release tablet validation.","Validation data","Flow-through validation images","public_sampled_data","copied","Sampled from the approved methylene-blue self-made tablet image folder and renamed to stable English filename."
"validation_data/flowthrough_images/methylene_blue_standard_viscosity_0114.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\image\自行压片\亚甲蓝\01-pH1.2-pH6.8T-亚甲蓝缓释片-标准粘度-260417-24h-Side-750X-2\01-pH1.2-pH6.8T-亚甲蓝缓释片-标准粘度-260417-24h-Side-750X-2_0114.000.jpg","01-pH1.2-pH6.8T-亚甲蓝缓释片-标准粘度-260417-24h-Side-750X-2_0114.000.jpg","methylene_blue_standard_viscosity_0114.000.jpg","validation_flowthrough_images","Representative sampled flow-through disintegration image for methylene-blue sustained-release tablet validation.","Validation data","Flow-through validation images","public_sampled_data","copied","Sampled from the approved methylene-blue self-made tablet image folder and renamed to stable English filename."
"validation_data/flowthrough_images/methylene_blue_low_viscosity_0000.500.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\image\自行压片\亚甲蓝\02-pH1.2-pH6.8T-亚甲蓝缓释片-低粘度-260417-24h-Side-750X-1\02-pH1.2-pH6.8T-亚甲蓝缓释片-低粘度-260417-24h-Side-750X-1_0000.500.jpg","02-pH1.2-pH6.8T-亚甲蓝缓释片-低粘度-260417-24h-Side-750X-1_0000.500.jpg","methylene_blue_low_viscosity_0000.500.jpg","validation_flowthrough_images","Representative sampled flow-through disintegration image for methylene-blue sustained-release tablet validation.","Validation data","Flow-through validation images","public_sampled_data","copied","Sampled from the approved methylene-blue self-made tablet image folder and renamed to stable English filename."
"validation_data/flowthrough_images/methylene_blue_low_viscosity_0030.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\image\自行压片\亚甲蓝\02-pH1.2-pH6.8T-亚甲蓝缓释片-低粘度-260417-24h-Side-750X-1\02-pH1.2-pH6.8T-亚甲蓝缓释片-低粘度-260417-24h-Side-750X-1_0030.000.jpg","02-pH1.2-pH6.8T-亚甲蓝缓释片-低粘度-260417-24h-Side-750X-1_0030.000.jpg","methylene_blue_low_viscosity_0030.000.jpg","validation_flowthrough_images","Representative sampled flow-through disintegration image for methylene-blue sustained-release tablet validation.","Validation data","Flow-through validation images","public_sampled_data","copied","Sampled from the approved methylene-blue self-made tablet image folder and renamed to stable English filename."
"validation_data/flowthrough_images/methylene_blue_low_viscosity_0060.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\image\自行压片\亚甲蓝\02-pH1.2-pH6.8T-亚甲蓝缓释片-低粘度-260417-24h-Side-750X-1\02-pH1.2-pH6.8T-亚甲蓝缓释片-低粘度-260417-24h-Side-750X-1_0060.000.jpg","02-pH1.2-pH6.8T-亚甲蓝缓释片-低粘度-260417-24h-Side-750X-1_0060.000.jpg","methylene_blue_low_viscosity_0060.000.jpg","validation_flowthrough_images","Representative sampled flow-through disintegration image for methylene-blue sustained-release tablet validation.","Validation data","Flow-through validation images","public_sampled_data","copied","Sampled from the approved methylene-blue self-made tablet image folder and renamed to stable English filename."
"validation_data/flowthrough_images/methylene_blue_low_viscosity_0090.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\image\自行压片\亚甲蓝\02-pH1.2-pH6.8T-亚甲蓝缓释片-低粘度-260417-24h-Side-750X-1\02-pH1.2-pH6.8T-亚甲蓝缓释片-低粘度-260417-24h-Side-750X-1_0090.000.jpg","02-pH1.2-pH6.8T-亚甲蓝缓释片-低粘度-260417-24h-Side-750X-1_0090.000.jpg","methylene_blue_low_viscosity_0090.000.jpg","validation_flowthrough_images","Representative sampled flow-through disintegration image for methylene-blue sustained-release tablet validation.","Validation data","Flow-through validation images","public_sampled_data","copied","Sampled from the approved methylene-blue self-made tablet image folder and renamed to stable English filename."
"validation_data/flowthrough_images/methylene_blue_low_viscosity_0114.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\image\自行压片\亚甲蓝\02-pH1.2-pH6.8T-亚甲蓝缓释片-低粘度-260417-24h-Side-750X-1\02-pH1.2-pH6.8T-亚甲蓝缓释片-低粘度-260417-24h-Side-750X-1_0114.000.jpg","02-pH1.2-pH6.8T-亚甲蓝缓释片-低粘度-260417-24h-Side-750X-1_0114.000.jpg","methylene_blue_low_viscosity_0114.000.jpg","validation_flowthrough_images","Representative sampled flow-through disintegration image for methylene-blue sustained-release tablet validation.","Validation data","Flow-through validation images","public_sampled_data","copied","Sampled from the approved methylene-blue self-made tablet image folder and renamed to stable English filename."
"validation_data/flowthrough_images/methylene_blue_high_viscosity_0000.500.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\image\自行压片\亚甲蓝\03-pH1.2-pH6.8T-亚甲蓝缓释片-高粘度-260417-24h-Side-750X-1\03-pH1.2-pH6.8T-亚甲蓝缓释片-高粘度-260417-24h-Side-750X-1_0000.500.jpg","03-pH1.2-pH6.8T-亚甲蓝缓释片-高粘度-260417-24h-Side-750X-1_0000.500.jpg","methylene_blue_high_viscosity_0000.500.jpg","validation_flowthrough_images","Representative sampled flow-through disintegration image for methylene-blue sustained-release tablet validation.","Validation data","Flow-through validation images","public_sampled_data","copied","Sampled from the approved methylene-blue self-made tablet image folder and renamed to stable English filename."
"validation_data/flowthrough_images/methylene_blue_high_viscosity_0030.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\image\自行压片\亚甲蓝\03-pH1.2-pH6.8T-亚甲蓝缓释片-高粘度-260417-24h-Side-750X-1\03-pH1.2-pH6.8T-亚甲蓝缓释片-高粘度-260417-24h-Side-750X-1_0030.000.jpg","03-pH1.2-pH6.8T-亚甲蓝缓释片-高粘度-260417-24h-Side-750X-1_0030.000.jpg","methylene_blue_high_viscosity_0030.000.jpg","validation_flowthrough_images","Representative sampled flow-through disintegration image for methylene-blue sustained-release tablet validation.","Validation data","Flow-through validation images","public_sampled_data","copied","Sampled from the approved methylene-blue self-made tablet image folder and renamed to stable English filename."
"validation_data/flowthrough_images/methylene_blue_high_viscosity_0060.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\image\自行压片\亚甲蓝\03-pH1.2-pH6.8T-亚甲蓝缓释片-高粘度-260417-24h-Side-750X-1\03-pH1.2-pH6.8T-亚甲蓝缓释片-高粘度-260417-24h-Side-750X-1_0060.000.jpg","03-pH1.2-pH6.8T-亚甲蓝缓释片-高粘度-260417-24h-Side-750X-1_0060.000.jpg","methylene_blue_high_viscosity_0060.000.jpg","validation_flowthrough_images","Representative sampled flow-through disintegration image for methylene-blue sustained-release tablet validation.","Validation data","Flow-through validation images","public_sampled_data","copied","Sampled from the approved methylene-blue self-made tablet image folder and renamed to stable English filename."
